Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,clean_text,polarity,subjectivity,sentiment_label,topic_id_nmf,topic_id_lda,hashtags_list
 Overflowing with gratitude for life's blessings.      , Gratitude     ,11/25/2012 10:00, ThankfulHeart   , Instagram , #Gratitude #Blessed                            ,30,60, Australia   ,overflowing gratitude life blessing,0.0,0.0,neutral,4,9,"['#Gratitude', '#Blessed']"
" Hopeful for a brighter tomorrow, despite challenges.  ", Hope          ,4/5/2013 19:30, OptimisticSoul  , Facebook , #Hope #Optimism                                ,22,45, USA      ,hopeful brighter tomorrow despite challenge,0.0,0.0,neutral,8,9,"['#Hope', '#Optimism']"
 Empowered to make a difference in my community.        , Empowerment   ,9/14/2014 8:30, CommunityLeader , Twitter  , #Empowerment #Community                        ,15,30, UK       ,empowered make difference community,0.0,0.0,neutral,5,9,"['#Empowerment', '#Community']"
 Compassion in action: supporting a local charity event. , Compassion    ,7/18/2015 14:20, CharitySupporter, Instagram , #Compassion #CharityEvent                   ,18,35, Canada ,compassion action supporting local charity event,0.11666666666666665,0.11666666666666665,positive,1,9,"['#Compassion', '#CharityEvent']"
" A moment of tenderness, connecting with loved ones.    ", Tenderness    ,2/23/2016 19:45, LovingHeart     , Facebook , #Tenderness #FamilyTime                       ,25,50, UK          ,moment tenderness connecting loved one,0.7,0.8,positive,6,9,"['#Tenderness', '#FamilyTime']"
 Arousal of excitement as I await a special announcement., Arousal       ,10/30/2017 11:30, ExcitementFan   , Twitter  , #Arousal #Excitement                           ,20,40, Australia ,arousal excitement await special announcement,0.35714285714285715,0.5714285714285714,positive,3,9,"['#Arousal', '#Excitement']"
 Enthusiastically diving into a new project.            , Enthusiasm    ,6/15/2018 16:00, ProjectEnthusiast, Instagram , #Enthusiasm #NewProject                       ,15,30, USA  ,enthusiastically diving new project,0.13636363636363635,0.45454545454545453,positive,2,5,"['#Enthusiasm', '#NewProject']"
 Feeling a sense of fulfillment after reaching a milestone., Fulfillment  ,3/28/2019 18:20, MilestoneAchiever, Facebook , #Fulfillment #Milestone                       ,22,45, India     ,feeling sense fulfillment reaching milestone,0.0,0.0,neutral,5,9,"['#Fulfillment', '#Milestone']"
 Reverence for the beauty of a historic landmark.       , Reverence     ,11/11/2019 15:00, HistoryLover    , Twitter  , #Reverence #History                           ,18,35, UK      ,reverence beauty historic landmark,0.0,0.0,neutral,6,9,"['#Reverence', '#History']"
 Elation after a surprise reunion with old friends.    , Elation       ,4/2/2020 9:30, JoyfulReunion2  , Instagram , #Elation #OldFriends                          ,25,50, Canada      ,elation surprise reunion old friend,0.1,0.2,positive,3,5,"['#Elation', '#OldFriends']"
 The euphoria of a live music concert under the stars.  , Euphoria      ,6/19/2021 14:45, MusicEnthusiast , Facebook , #Euphoria #LiveMusic                          ,15,30, USA ,euphoria live music concert star,0.13636363636363635,0.5,positive,9,5,"['#Euphoria', '#LiveMusic']"
 Contentment in the simplicity of a quiet Sunday.       , Contentment   ,8/15/2010 10:00, SimpleJoys      , Twitter  , #Contentment #SundayMood                      ,30,60, Australia ,contentment simplicity quiet sunday,0.0,0.3333333333333333,neutral,6,9,"['#Contentment', '#SundayMood']"
 Serenity found in the pages of a favorite book.        , Serenity      ,9/22/2011 19:30, BookLover3      , Instagram , #Serenity #BookTime                           ,22,45, UK          ,serenity found page favorite book,0.5,1.0,positive,6,9,"['#Serenity', '#BookTime']"
 Gratitude for the support received during tough times. , Gratitude     ,3/10/2012 8:30, SupportiveFriend, Facebook , #Gratitude #Supportive                        ,15,30, India     ,gratitude support received tough time,-0.3888888888888889,0.8333333333333334,negative,7,9,"['#Gratitude', '#Supportive']"
 Hopeful about the possibilities of a new journey.      , Hope          ,12/5/2013 16:00, JourneyOptimist , Twitter  , #Hope #NewBeginnings                          ,18,35, Canada    ,hopeful possibility new journey,0.13636363636363635,0.45454545454545453,positive,2,9,"['#Hope', '#NewBeginnings']"
 Empowerment through learning and personal growth.      , Empowerment   ,7/20/2014 11:30, GrowthSeeker    , Instagram , #Empowerment #PersonalGrowth                  ,25,50,USA,empowerment learning personal growth,0.0,0.3,neutral,8,5,"['#Empowerment', '#PersonalGrowth']"
 Compassion towards those in need during the holidays.  , Compassion    ,12/22/2015 14:20, HolidayHelper   , Facebook , #Compassion #HolidaySupport                   ,18,35, USA      ,compassion towards need holiday,0.0,0.0,neutral,8,9,"['#Compassion', '#HolidaySupport']"
 Tenderness in the warmth of a cozy winter evening.     , Tenderness    ,2/10/2016 19:45, WinterWarmth    , Twitter  , #Tenderness #CozyEvening                     ,25,50, UK       ,tenderness warmth cozy winter evening,-0.19999999999999998,0.75,negative,5,9,"['#Tenderness', '#CozyEvening']"
 Arousal of excitement for an upcoming adventure.       , Arousal       ,4/30/2017 11:30, AdventureAwaits , Instagram , #Arousal #AdventureTime                       ,20,40, Australia ,arousal excitement upcoming adventure,0.0,0.0,neutral,3,9,"['#Arousal', '#AdventureTime']"
 Enthusiasm for a creative project in the making.       , Enthusiasm    ,9/15/2018 16:00, CreativeSpirit  , Facebook , #Enthusiasm #Creativity                       ,15,30, Canada    ,enthusiasm creative project making,0.5,1.0,positive,2,5,"['#Enthusiasm', '#Creativity']"
 Fulfillment in completing a challenging workout routine., Fulfillment  ,6/28/2019 18:20, FitnessAchiever , Twitter  , #Fulfillment #FitnessGoals                   ,22,45, India     ,fulfillment completing challenging workout routine,0.5,1.0,positive,8,5,"['#Fulfillment', '#FitnessGoals']"
 Reverence for the artistry displayed in a museum.      , Reverence     ,11/11/2020 15:00, ArtAppreciator  , Instagram , #Reverence #ArtAppreciation                  ,18,35, UK        ,reverence artistry displayed museum,0.0,0.0,neutral,0,9,"['#Reverence', '#ArtAppreciation']"
 Elation after achieving a personal goal.               , Elation       ,3/2/2021 9:30, GoalAchiever2   , Facebook , #Elation #PersonalAchievement                ,25,50, USA      ,elation achieving personal goal,0.0,0.3,neutral,8,5,"['#Elation', '#PersonalAchievement']"
 Elation over discovering a hidden gem in the city.   , Elation       ,2/18/2012 14:30, UrbanExplorer2  , Twitter  , #Elation #HiddenGem                            ,20,40, USA      ,elation discovering hidden gem city,-0.16666666666666666,0.3333333333333333,negative,5,9,"['#Elation', '#HiddenGem']"
 The euphoria of a surprise birthday celebration.     , Euphoria      ,11/5/2018 21:45, BirthdayJoy     , Instagram , #Euphoria #BirthdaySurprise                   ,15,30, UK   ,euphoria surprise birthday celebration,0.0,0.0,neutral,3,5,"['#Euphoria', '#BirthdaySurprise']"
 Contentment in the simplicity of a home-cooked meal. , Contentment   ,9/12/2015 13:20, HomeChef        , Facebook , #Contentment #HomeCooking                     ,25,50, India    ,contentment simplicity home cooked meal,0.0,0.0,neutral,6,9,"['#Contentment', '#HomeCooking']"
 Serenity found in the melody of a peaceful piano.    , Serenity      ,7/30/2016 18:10, MusicLover4     , Twitter  , #Serenity #PeacefulMelody                    ,18,35, Canada      ,serenity found melody peaceful piano,0.25,0.5,positive,6,9,"['#Serenity', '#PeacefulMelody']"
 Gratitude for the supportive community around me.    , Gratitude     ,4/20/2013 10:30, CommunityLove   , Instagram , #Gratitude #CommunitySupport                   ,30,60, USA ,gratitude supportive community around,0.5,1.0,positive,7,9,"['#Gratitude', '#CommunitySupport']"
 Hopeful about the prospects of a new business venture., Hope          ,12/8/2017 19:15, EntrepreneurHope, Facebook , #Hope #BusinessVenture                        ,22,45, Canada    ,hopeful prospect new business venture,0.13636363636363635,0.45454545454545453,positive,2,9,"['#Hope', '#BusinessVenture']"
 Empowerment through mentoring and guiding others.    , Empowerment   ,6/3/2014 8:20, MentorEmpower   , Twitter  , #Empowerment #Mentorship                      ,15,30, UK       ,empowerment mentoring guiding others,0.0,0.0,neutral,5,9,"['#Empowerment', '#Mentorship']"
 Compassion shown through acts of kindness in the community., Compassion,1/15/2019 14:50, KindnessInAction, Instagram , #Compassion #CommunityKindness               ,18,35, Australia ,compassion shown act kindness community,0.0,0.0,neutral,7,9,"['#Compassion', '#CommunityKindness']"
 Tenderness in a heartfelt message to a loved one.    , Tenderness    ,12/25/2016 19:30, LoveExpress     , Facebook , #Tenderness #LoveNote                         ,25,50, UK          ,tenderness heartfelt message loved one,0.35,0.9,positive,7,9,"['#Tenderness', '#LoveNote']"
 Arousal of excitement before a much-awaited trip.    , Arousal       ,3/10/2018 9:45, TravelExcitement, Twitter  , #Arousal #TravelAdventure                     ,20,40, India    ,arousal excitement much awaited trip,0.2,0.2,positive,3,9,"['#Arousal', '#TravelAdventure']"
 Enthusiasm for a new artistic project in the works.  , Enthusiasm    ,9/17/2020 16:30, ArtisticSpirit  , Instagram , #Enthusiasm #ArtisticProject                 ,15,30, USA       ,enthusiasm new artistic project work,0.23484848484848483,0.7272727272727273,positive,2,5,"['#Enthusiasm', '#ArtisticProject']"
 Feeling a sense of fulfillment after helping others. , Fulfillment   ,8/28/2011 18:45, HelperHeart     , Facebook , #Fulfillment #HelpingOthers                  ,22,45, Canada    ,feeling sense fulfillment helping others,0.0,0.0,neutral,5,9,"['#Fulfillment', '#HelpingOthers']"
 Reverence for the historical significance of a landmark., Reverence ,11/1/2017 15:30, HistoryBuff     , Twitter  , #Reverence #HistoricalSite                   ,18,35, Australia ,reverence historical significance landmark,0.0,0.0,neutral,0,9,"['#Reverence', '#HistoricalSite']"
 Elation after achieving a fitness milestone.         , Elation       ,6/15/2019 10:00, FitnessAchiever2, Instagram , #Elation #FitnessMilestone                   ,25,50, UK           ,elation achieving fitness milestone,0.0,0.0,neutral,8,5,"['#Elation', '#FitnessMilestone']"
 The euphoria of a successful product launch.         , Euphoria      ,4/3/2022 11:45, ProductLaunchJoy, Facebook , #Euphoria #ProductLaunchSuccess              ,15,30, USA       ,euphoria successful product launch,0.75,0.95,positive,3,9,"['#Euphoria', '#ProductLaunchSuccess']"
 Contentment in the embrace of a loved one.           , Contentment   ,11/12/2010 20:20, LovingEmbrace   , Twitter  , #Contentment #Love                             ,30,60, India    ,contentment embrace loved one,0.7,0.8,positive,6,9,"['#Contentment', '#Love']"
 Serenity found in the beauty of a sunset by the sea.  , Serenity      ,7/22/2011 18:30, SunsetWatcher2  , Instagram , #Serenity #SunsetViews                       ,22,45, Canada     ,serenity found beauty sunset sea,0.0,0.0,neutral,6,9,"['#Serenity', '#SunsetViews']"
 Gratitude for the small joys that each day brings.   , Gratitude     ,3/30/2012 11:20, JoyfulHeart2    , Facebook , #Gratitude #SmallJoys                        ,15,30, Australia   ,gratitude small joy day brings,0.275,0.30000000000000004,positive,1,9,"['#Gratitude', '#SmallJoys']"
 Hopeful about the potential for personal growth.      , Hope          ,10/5/2013 16:40, GrowthOptimist  , Twitter  , #Hope #PersonalDevelopment                    ,18,35, UK       ,hopeful potential personal growth,0.0,0.65,neutral,8,5,"['#Hope', '#PersonalDevelopment']"
 Empowerment through learning a new skill.            , Empowerment   ,7/10/2014 13:15, SkillEmpower    , Instagram , #Empowerment #SkillBuilding                   ,25,50, India   ,empowerment learning new skill,0.13636363636363635,0.45454545454545453,positive,2,9,"['#Empowerment', '#SkillBuilding']"
 Compassion in volunteering for a local charity.       , Compassion    ,12/18/2015 14:20, CharityVolunteer, Facebook , #Compassion #VolunteerWork                   ,18,35, USA      ,compassion volunteering local charity,0.0,0.0,neutral,1,9,"['#Compassion', '#VolunteerWork']"
 Tenderness in a quiet moment shared with a pet.      , Tenderness    ,2/10/2016 19:45, PetLove         , Twitter  , #Tenderness #PetLove                          ,25,50, Canada   ,tenderness quiet moment shared pet,0.0,0.3333333333333333,neutral,6,9,"['#Tenderness', '#PetLove']"
 Arousal of excitement for an upcoming festival.       , Arousal       ,9/25/2017 11:30, FestivalFan     , Instagram , #Arousal #FestivalExcitement               ,20,40, UK ,arousal excitement upcoming festival,0.0,0.0,neutral,3,9,"['#Arousal', '#FestivalExcitement']"
 Enthusiasm for a DIY home improvement project.       , Enthusiasm    ,4/15/2018 16:00, DIYEnthusiast   , Facebook , #Enthusiasm #HomeImprovement                 ,15,30, Australia   ,enthusiasm diy home improvement project,0.0,0.0,neutral,2,5,"['#Enthusiasm', '#HomeImprovement']"
 Fulfillment in completing a challenging puzzle.      , Fulfillment   ,11/28/2019 18:20, PuzzleMaster    , Twitter  , #Fulfillment #PuzzleChallenge                ,22,45, India    ,fulfillment completing challenging puzzle,0.5,1.0,positive,8,9,"['#Fulfillment', '#PuzzleChallenge']"
 Reverence for the wonders of nature on a hiking trail., Reverence ,5/11/2020 15:00, NatureAdmirer   , Instagram , #Reverence #NatureExploration                ,18,35, USA        ,reverence wonder nature hiking trail,0.0,0.0,neutral,6,9,"['#Reverence', '#NatureExploration']"
 Elation after a surprise reunion with a childhood friend., Elation   ,2/5/2021 9:30, ChildhoodJoy    , Facebook , #Elation #FriendshipReunion                  ,25,50, Canada      ,elation surprise reunion childhood friend,0.0,0.0,neutral,3,5,"['#Elation', '#FriendshipReunion']"
 Suffering from despair after another setback.      , Despair         ,3/10/2021 8:30, StrugglingSoul    , Twitter  , #Despair #Struggle                              ,5,10, USA          ,suffering despair another setback,0.0,0.0,neutral,5,9,"['#Despair', '#Struggle']"
